dataset,Grafo,|V|,|E|,Densidade,Objetivo,Tempo (s),Status,LB,UB,PLI_gap_prova,PLI_gap_relativo,PLI_dentro_bounds,HHO_RVNS,HHO_RVNS_media,HHO_RVNS_mediana,HHO_RVNS_gap_prova,HHO_RVNS_gap_relativo,HHO_RVNS_dentro_bounds,HHO_RVNS_todas_rodadas_dentro_bounds,HHO_RVNS_rodadas,HHO_RVNS_melhor_rodada,HHO_RVNS_melhor_avaliacoes,HHO_RVNS_melhor_iteracoes,HHO_RVNS_melhor_tempo_s,HHO_RVNS_melhor_criterio_parada,HHO_RVNS_melhor_seed,HHO_RVNS_tempo_total_s,HHO_RVNS_valores_rodadas,HHO_RVNS_json,ACO_TS,ACO_TS_media,ACO_TS_mediana,ACO_TS_gap_prova,ACO_TS_gap_relativo,ACO_TS_dentro_bounds,ACO_TS_todas_rodadas_dentro_bounds,ACO_TS_rodadas,ACO_TS_melhor_rodada,ACO_TS_melhor_avaliacoes,ACO_TS_melhor_iteracoes,ACO_TS_melhor_tempo_s,ACO_TS_melhor_criterio_parada,ACO_TS_melhor_seed,ACO_TS_tempo_total_s,ACO_TS_valores_rodadas,ACO_TS_json
DIMACS,miles250,128,387,0.05,68.0,0.44,Ótimo,37,107,0.0,0.0,True,69.0,69.4,69.0,1.0,1.4705882352941175,True,True,10,1,39498541,1651,106.254,stagnation,182377936358653,1063.827,69;69;70;70;70;70;69;69;69;69,results/experiments/hho_rvns/miles250.json,68.0,69.0,69.0,0.0,0.0,True,True,10,5,2264545,1816,5.165,stagnation,43581436060752,25.647,69;69;69;69;68;70;69;69;69;69,results/experiments/aco_ts/miles250.json
DIMACS,mulsol.i.3,184,3916,0.23,26.0,0.12,Ótimo,24,39,0.0,0.0,True,26.0,26.0,26.0,0.0,0.0,True,True,10,1,9921507,939,78.471,stagnation,259071159332980,785.019,26;26;26;26;26;26;26;26;26;26,results/experiments/hho_rvns/mulsol.i.3.json,26.0,26.0,26.0,0.0,0.0,True,True,10,1,429079,685,5.033,stagnation,58856196352637,42.909,26;26;26;26;26;26;26;26;26;26,results/experiments/aco_ts/mulsol.i.3.json
DIMACS,mulsol.i.5,186,3973,0.23,26.0,0.11,Ótimo,24,39,0.0,0.0,True,26.0,26.0,26.0,0.0,0.0,True,True,10,1,9924726,939,77.467,stagnation,259856239274315,776.734,26;26;26;26;26;26;26;26;26;26,results/experiments/hho_rvns/mulsol.i.5.json,26.0,26.0,26.0,0.0,0.0,True,True,10,1,429079,685,4.239,stagnation,58899174073103,40.212,26;26;26;26;26;26;26;26;26;26,results/experiments/aco_ts/mulsol.i.5.json
DIMACS,myciel7,191,2360,0.13,13.0,6.65,Ótimo,5,98,0.0,0.0,True,13.0,13.5,13.5,0.0,0.0,True,True,10,2,39500047,1651,176.251,stagnation,162298889360699,2346.951,14;13;13;13;14;14;14;13;13;14,results/experiments/hho_rvns/myciel7.json,16.0,16.0,16.0,3.0,23.076923076923077,True,True,10,1,468469,691,4.193,stagnation,42595290436578,39.129,16;16;16;16;16;16;16;16;16;16,results/experiments/aco_ts/myciel7.json
DIMACS,c-fat200-1,200,1534,0.08,37.0,3.69,Ótimo,24,185,0.0,0.0,True,37.0,37.0,37.0,0.0,0.0,True,True,10,1,39517821,1651,173.236,stagnation,166090309978323,602.404,37;37;37;37;37;37;37;37;37;37,results/experiments/hho_rvns/c-fat200-1.json,37.0,37.0,37.0,0.0,0.0,True,True,10,1,468233,689,3.026,stagnation,42718112918043,24.965,37;37;37;37;37;37;37;37;37;37,results/experiments/aco_ts/c-fat200-1.json
DIMACS,c-fat200-5,200,8473,0.43,7.0,5.55,Ótimo,6,116,0.0,0.0,True,7.0,7.0,7.0,0.0,0.0,True,True,10,1,9913806,939,147.931,stagnation,164645901476752,1444.339,7;7;7;7;7;7;7;7;7;7,results/experiments/hho_rvns/c-fat200-5.json,7.0,7.0,7.0,0.0,0.0,True,True,10,1,429079,685,9.303,stagnation,42634482490424,83.525,7;7;7;7;7;7;7;7;7;7,results/experiments/aco_ts/c-fat200-5.json
DIMACS,brock200_3,200,12048,0.61,7.0,70.95,Ótimo,4,68,0.0,0.0,True,7.0,7.9,8.0,0.0,0.0,True,True,10,5,40626709,1678,424.477,stagnation,103311226395613,4061.124,9;8;8;8;7;8;8;8;7;8,results/experiments/hho_rvns/brock200_3.json,8.0,8.5,8.5,1.0,14.285714285714285,True,True,10,1,1429545,1296,40.617,stagnation,38732096463172,239.852,8;9;8;9;9;9;8;9;8;8,results/experiments/aco_ts/brock200_3.json
DIMACS,sanr200_0.7,200,13868,0.7,6.0,15.21,Ótimo,4,41,0.0,0.0,True,7.0,7.0,7.0,1.0,16.666666666666664,True,True,10,9,9159363,919,911.148,time_limit,282728428891995,8502.286,7;7;7;7;7;7;7;7;7;7,results/experiments/hho_rvns/sanr200_0.7.json,7.0,7.0,7.0,1.0,16.666666666666664,True,True,10,2,429197,686,10.433,stagnation,60289881427149,105.179,7;7;7;7;7;7;7;7;7;7,results/experiments/aco_ts/sanr200_0.7.json
DIMACS,san200_0.7_1,200,13930,0.7,6.0,73.52,Ótimo,4,47,0.0,0.0,True,6.0,6.0,6.0,0.0,0.0,True,True,10,1,9909289,940,328.973,stagnation,260633039176718,2108.794,6;6;6;6;6;6;6;6;6;6,results/experiments/hho_rvns/san200_0.7_1.json,6.0,6.1,6.0,0.0,0.0,True,True,10,1,1179045,1140,27.57,stagnation,58939462746080,226.285,6;6;6;6;6;7;6;6;6;6,results/experiments/aco_ts/san200_0.7_1.json
DIMACS,san200_0.7_2,200,13930,0.7,6.0,12.39,Ótimo,4,38,0.0,0.0,True,7.0,7.0,7.0,1.0,16.666666666666664,True,True,10,1,9909220,939,236.949,stagnation,262741943627412,2333.058,7;7;7;7;7;7;7;7;7;7,results/experiments/hho_rvns/san200_0.7_2.json,7.0,7.0,7.0,1.0,16.666666666666664,True,True,10,5,429197,686,10.439,stagnation,59165941464902,105.93,7;7;7;7;7;7;7;7;7;7,results/experiments/aco_ts/san200_0.7_2.json
DIMACS,zeroin.i.1,211,4100,0.19,175.0,0.15,Ótimo,174,187,0.0,0.0,True,175.0,175.1,175.0,0.0,0.0,True,True,10,1,36152120,1573,895.495,stagnation,291230946184815,3185.54,175;176;175;175;175;175;175;175;175;175,results/experiments/hho_rvns/zeroin.i.1.json,176.0,176.0,176.0,1.0,0.5714285714285714,True,True,10,1,429079,685,4.983,stagnation,60395256840221,40.963,176;176;176;176;176;176;176;176;176;176,results/experiments/aco_ts/zeroin.i.1.json
DIMACS,queen16_16,256,6320,0.19,20.0,900.15,Melhor,10,199,0.0,0.0,True,22.0,23.3,23.5,2.0,10.0,True,True,10,1,59760027,2137,579.785,stagnation,213426242662291,3161.936,22;23;24;23;22;24;24;24;23;24,results/experiments/hho_rvns/queen16_16.json,30.0,32.4,33.0,10.0,50.0,True,True,10,8,1805295,1530,77.613,stagnation,17227672019045,586.665,34;33;33;33;33;31;33;30;30;34,results/experiments/aco_ts/queen16_16.json
DIMACS,hamming8-4,256,20864,0.64,6.0,20.99,Ótimo,5,95,0.0,0.0,True,6.0,6.0,6.0,0.0,0.0,True,True,10,1,9904949,941,143.819,stagnation,134810292358785,1605.012,6;6;6;6;6;6;6;6;6;6,results/experiments/hho_rvns/hamming8-4.json,10.0,10.5,10.5,4.0,66.66666666666666,True,True,10,1,1220795,1166,45.061,stagnation,40618300626372,289.68399999999997,10;10;11;10;11;11;11;11;10;10,results/experiments/aco_ts/hamming8-4.json
DIMACS,hamming8-2,256,31616,0.97,4.0,1.16,Ótimo,4,11,0.0,0.0,True,4.0,4.0,4.0,0.0,0.0,True,True,10,1,9908433,940,309.743,stagnation,167835629721565,2354.256,4;4;4;4;4;4;4;4;4;4,results/experiments/hho_rvns/hamming8-2.json,4.0,4.0,4.0,0.0,0.0,True,True,10,1,468469,691,19.631,stagnation,42834359247003,194.109,4;4;4;4;4;4;4;4;4;4,results/experiments/aco_ts/hamming8-2.json
DIMACS,flat300_28_0,300,21695,0.48,10.0,900.6,Melhor,5,140,0.0,0.0,True,10.0,10.7,11.0,0.0,0.0,True,True,10,1,8035191,892,1014.212,time_limit,706680808194876,8500.631,10;11;11;10;11;11;10;11;11;11,results/experiments/hho_rvns/flat300_28_0.json,11.0,11.0,11.0,1.0,10.0,True,True,10,1,512933,740,30.62,stagnation,706219616092630,460.86,11;11;11;11;11;11;11;11;11;11,results/experiments/aco_ts/flat300_28_0.json
DIMACS,p_hat300-3,300,33390,0.74,5.0,18.97,Ótimo,4,35,0.0,0.0,True,6.0,6.0,6.0,1.0,20.0,True,True,10,1,24142839,1287,885.944,stagnation,136415397135956,7979.476,6;6;6;6;6;6;6;6;6;6,results/experiments/hho_rvns/p_hat300-3.json,6.0,6.0,6.0,1.0,20.0,True,True,10,1,510455,719,38.959,stagnation,40908226690450,449.216,6;6;6;6;6;6;6;6;6;6,results/experiments/aco_ts/p_hat300-3.json
DIMACS,san400_0.5_1,400,39900,0.5,8.0,900.55,Melhor,5,177,0.0,0.0,True,8.0,8.0,8.0,0.0,0.0,True,True,10,1,9910900,937,908.958,time_limit,265075100052654,9004.567000000001,8;8;8;8;8;8;8;8;8;8,results/experiments/hho_rvns/san400_0.5_1.json,8.0,8.0,8.0,0.0,0.0,True,True,10,7,429197,686,30.597,stagnation,59272091388080,302.274,8;8;8;8;8;8;8;8;8;8,results/experiments/aco_ts/san400_0.5_1.json
DIMACS,san400_0.7_1,400,55860,0.7,6.0,900.9,Melhor,4,101,0.0,0.0,True,6.0,6.8,7.0,0.0,0.0,True,True,10,5,6541305,856,935.432,time_limit,274079846170951,10295.94,7;7;7;7;6;7;7;7;7;6,results/experiments/hho_rvns/san400_0.7_1.json,6.0,6.8,7.0,0.0,0.0,True,True,10,2,1472239,1330,192.314,stagnation,59574788782943,714.201,7;6;7;7;7;7;7;6;7;7,results/experiments/aco_ts/san400_0.7_1.json
DIMACS,gen400_p0.9_55,400,71820,0.9,4.0,43.04,Ótimo,4,27,0.0,0.0,True,5.0,5.0,5.0,1.0,25.0,True,True,10,1,5421590,829,912.283,time_limit,246502060100735,9490.737,5;5;5;5;5;5;5;5;5;5,results/experiments/hho_rvns/gen400_p0.9_55.json,5.0,5.0,5.0,1.0,25.0,True,True,10,7,429197,686,71.868,stagnation,57997858784306,722.889,5;5;5;5;5;5;5;5;5;5,results/experiments/aco_ts/gen400_p0.9_55.json
DIMACS,le450_5a,450,5714,0.06,65.0,900.13,Melhor,22,410,0.0,0.0,True,75.0,77.6,77.5,10.0,15.384615384615385,True,True,10,6,61990878,2188,905.338,time_limit,253895378463572,7634.724,79;77;77;78;79;75;81;75;80;75,results/experiments/hho_rvns/le450_5a.json,77.0,79.0,79.0,12.0,18.461538461538463,True,True,10,1,1972295,1634,32.476,stagnation,21470591098033,293.746,77;80;80;82;78;80;77;81;77;78,results/experiments/aco_ts/le450_5a.json
DIMACS,le450_5b,450,5734,0.06,66.0,900.12,Melhor,22,410,0.0,0.0,True,76.0,79.0,79.0,10.0,15.151515151515152,True,True,10,9,42870857,1732,363.878,stagnation,12846902573857,5808.231,79;79;79;79;79;81;78;80;76;80,results/experiments/hho_rvns/le450_5b.json,78.0,80.9,81.0,12.0,18.181818181818183,True,True,10,2,1888795,1582,36.025,stagnation,23164058706086,270.867,82;78;81;80;82;81;81;81;80;83,results/experiments/aco_ts/le450_5b.json
DIMACS,le450_25b,450,8263,0.08,83.0,29.74,Ótimo,10,341,0.0,0.0,True,91.0,92.5,92.5,8.0,9.63855421686747,True,True,10,1,47367389,1837,902.3,time_limit,126447077392350,8363.155999999999,91;92;91;93;94;93;91;93;96;91,results/experiments/hho_rvns/le450_25b.json,86.0,88.5,88.0,3.0,3.614457831325301,True,True,10,10,1471295,1322,33.283,stagnation,40277322825920,340.789,88;92;87;89;89;91;87;88;88;86,results/experiments/aco_ts/le450_25b.json
DIMACS,le450_15d,450,16750,0.17,25.0,900.35,Melhor,8,314,0.0,0.0,True,29.0,32.3,32.5,4.0,16.0,True,True,10,8,25256846,1306,901.838,time_limit,831947336586532,9083.654,32;32;33;33;33;32;34;29;31;34,results/experiments/hho_rvns/le450_15d.json,32.0,32.2,32.0,7.0,28.000000000000004,True,True,10,1,1471059,1320,71.816,stagnation,831336675663767,610.314,32;33;32;32;33;32;32;32;32;32,results/experiments/aco_ts/le450_15d.json
DIMACS,le450_25c,450,17343,0.17,31.0,410.19,Ótimo,6,273,0.0,0.0,True,37.0,38.9,39.0,6.0,19.35483870967742,True,True,10,8,22634488,1243,910.078,time_limit,53382905174983,9115.387,38;38;39;40;40;41;39;37;39;38,results/experiments/hho_rvns/le450_25c.json,39.0,40.0,40.0,8.0,25.806451612903224,True,True,10,1,1554795,1374,62.327,stagnation,24875997543275,431.80199999999996,39;40;40;40;40;40;41;39;41;40,results/experiments/aco_ts/le450_25c.json
DIMACS,c-fat500-1,500,4459,0.04,80.0,2.98,Ótimo,49,482,0.0,0.0,True,80.0,80.0,80.0,0.0,0.0,True,True,10,1,11410850,974,68.495,stagnation,166692747745894,689.653,80;80;80;80;80;80;80;80;80;80,results/experiments/hho_rvns/c-fat500-1.json,80.0,80.0,80.0,0.0,0.0,True,True,10,1,470947,712,8.891,stagnation,42743129016648,80.896,80;80;80;80;80;80;80;80;80;80,results/experiments/aco_ts/c-fat500-1.json
DIMACS,DSJR500.1,500,3555,0.03,110.0,198.76,Ótimo,40,477,0.0,0.0,True,118.0,120.0,120.0,8.0,7.2727272727272725,True,True,10,7,65742061,2278,902.451,time_limit,239785065889144,6716.895,122;120;119;119;121;121;118;121;119;120,results/experiments/hho_rvns/DSJR500.1.json,116.0,117.8,117.5,6.0,5.454545454545454,True,True,10,4,2807295,2154,39.334,stagnation,57742589833320,255.111,117;118;119;116;120;118;117;117;119;117,results/experiments/aco_ts/DSJR500.1.json
DIMACS,p_hat500-2,500,62946,0.5,8.0,109.29,Ótimo,4,113,0.0,0.0,True,9.0,10.0,10.0,1.0,12.5,True,True,10,3,13647092,1027,908.22,time_limit,86886268564638,9204.457,11;11;9;10;9;10;10;10;10;10,results/experiments/hho_rvns/p_hat500-2.json,10.0,10.1,10.0,2.0,25.0,True,True,10,1,802233,897,129.236,stagnation,37162765462310,1253.007,10;10;10;10;10;10;11;10;10;10,results/experiments/aco_ts/p_hat500-2.json
DIMACS,DSJC500.5,500,62624,0.5,10.0,900.7,Melhor,5,216,0.0,0.0,True,11.0,11.1,11.0,1.0,10.0,True,True,10,1,10654488,955,915.181,time_limit,221137840963512,9162.59,11;11;12;11;11;11;11;11;11;11,results/experiments/hho_rvns/DSJC500.5.json,12.0,12.0,12.0,2.0,20.0,True,True,10,1,468469,691,71.424,stagnation,55934113136335,686.891,12;12;12;12;12;12;12;12;12;12,results/experiments/aco_ts/DSJC500.5.json
DIMACS,DSJC500.9,500,112437,0.9,5.0,427.87,Ótimo,4,31,0.0,0.0,True,5.0,5.0,5.0,0.0,0.0,True,True,10,1,3173279,775,902.733,time_limit,230300736845254,9483.896,5;5;5;5;5;5;5;5;5;5,results/experiments/hho_rvns/DSJC500.9.json,5.0,5.0,5.0,0.0,0.0,True,True,10,6,429433,688,114.158,stagnation,56621723573959,1119.277,5;5;5;5;5;5;5;5;5;5,results/experiments/aco_ts/DSJC500.9.json
DIMACS,inithx.i.2,645,13979,0.07,180.0,0.33,Ótimo,178,193,0.0,0.0,True,180.0,180.0,180.0,0.0,0.0,True,True,10,1,9925450,939,313.615,stagnation,255993114790463,3077.946,180;180;180;180;180;180;180;180;180;180,results/experiments/hho_rvns/inithx.i.2.json,180.0,180.0,180.0,0.0,0.0,True,True,10,1,429079,685,13.637,stagnation,58721845024700,134.143,180;180;180;180;180;180;180;180;180;180,results/experiments/aco_ts/inithx.i.2.json
DIMACS,brock800_3,800,207333,0.65,8.0,902.62,Melhor,4,244,0.0,0.0,True,9.0,9.0,9.0,1.0,12.5,True,True,10,1,2794068,766,989.053,time_limit,566890219550752,9459.983,9;9;9;9;9;9;9;9;9;9,results/experiments/hho_rvns/brock800_3.json,9.0,9.0,9.0,1.0,12.5,True,True,10,1,429197,686,282.856,stagnation,563916186663328,2970.7129999999997,9;9;9;9;9;9;9;9;9;9,results/experiments/aco_ts/brock800_3.json
DIMACS,brock800_4,800,207643,0.65,8.0,902.02,Melhor,4,237,0.0,0.0,True,9.0,9.0,9.0,1.0,12.5,True,True,10,1,1676059,739,1043.039,time_limit,606316328448676,10321.278,9;9;9;9;9;9;9;9;9;9,results/experiments/hho_rvns/brock800_4.json,9.0,9.1,9.0,1.0,12.5,True,True,10,1,429315,687,255.967,stagnation,601696643293120,4616.3730000000005,9;9;9;9;9;9;9;9;10;9,results/experiments/aco_ts/brock800_4.json
DIMACS,DSJC1000.1,1000,49629,0.1,50.0,900.62,Melhor,17,875,0.0,0.0,True,58.0,59.6,59.0,8.0,16.0,True,True,10,10,12148821,991,923.624,time_limit,190009425429637,9203.021,59;61;59;62;59;61;59;59;59;58,results/experiments/hho_rvns/DSJC1000.1.json,61.0,62.1,62.0,11.0,22.0,True,True,10,4,1721795,1478,320.465,stagnation,43787416866978,2783.129,62;62;63;61;63;62;61;63;61;63,results/experiments/aco_ts/DSJC1000.1.json
DIMACS,p_hat1000-2,1000,244799,0.49,9.0,902.46,Melhor,4,236,0.0,0.0,True,11.0,12.6,13.0,2.0,22.22222222222222,True,True,10,6,2793369,766,1017.779,time_limit,579570707675289,9769.761,13;13;13;13;13;11;13;12;13;12,results/experiments/hho_rvns/p_hat1000-2.json,13.0,13.0,13.0,4.0,44.44444444444444,True,True,10,1,468469,691,338.909,stagnation,576351195736190,3216.958,13;13;13;13;13;13;13;13;13;13,results/experiments/aco_ts/p_hat1000-2.json
DIMACS,flat1000_50_0,1000,245000,0.49,12.0,902.4,Melhor,5,482,0.0,0.0,True,12.0,12.8,13.0,0.0,0.0,True,True,10,6,6911185,865,925.941,time_limit,592188233873254,9507.51,13;13;13;13;13;12;12;13;13;13,results/experiments/hho_rvns/flat1000_50_0.json,14.0,14.0,14.0,2.0,16.666666666666664,True,True,10,1,468469,691,302.831,stagnation,589341644640504,2843.389,14;14;14;14;14;14;14;14;14;14,results/experiments/aco_ts/flat1000_50_0.json
DIMACS,DSJC1000.5,1000,249826,0.5,12.0,903.25,Melhor,5,451,0.0,0.0,True,12.0,12.4,12.0,0.0,0.0,True,True,10,2,3168732,775,947.563,time_limit,199212805974404,9538.669,13;12;13;12;12;12;12;13;12;13,results/experiments/hho_rvns/DSJC1000.5.json,13.0,13.0,13.0,1.0,8.333333333333332,True,True,10,1,468351,690,375.049,stagnation,46571403070121,3376.537,13;13;13;13;13;13;13;13;13;13,results/experiments/aco_ts/DSJC1000.5.json
DIMACS,DSJC1000.9,1000,449449,0.9,5.0,904.06,Melhor,4,78,0.0,0.0,True,5.0,5.4,5.0,0.0,0.0,True,True,10,1,924798,721,1129.105,time_limit,208752593514598,10103.995,5;5;6;5;5;6;6;6;5;5,results/experiments/hho_rvns/DSJC1000.9.json,5.0,5.0,5.0,0.0,0.0,True,True,10,1,469531,700,606.259,stagnation,49950609307105,5920.872,5;5;5;5;5;5;5;5;5;5,results/experiments/aco_ts/DSJC1000.9.json
DIMACS,hamming10-4,1024,434176,0.83,5.0,284.01,Ótimo,4,178,0.0,0.0,True,5.0,5.0,5.0,0.0,0.0,True,True,10,1,1671608,739,913.144,time_limit,62498596411069,9363.119,5;5;5;5;5;5;5;5;5;5,results/experiments/hho_rvns/hamming10-4.json,10.0,10.3,10.0,5.0,100.0,True,True,10,1,843983,923,903.031,time_limit,25308221690054,8961.748,10;10;11;10;10;11;11;10;10;10,results/experiments/aco_ts/hamming10-4.json
DIMACS,p_hat1500-3,1500,847244,0.75,6.0,908.22,Melhor,4,172,0.0,0.0,True,7.0,7.9,8.0,1.0,16.666666666666664,True,True,10,6,551354,717,900.802,time_limit,552499302530769,11412.446,8;8;8;8;8;7;8;8;8;8,results/experiments/hho_rvns/p_hat1500-3.json,8.0,8.0,8.0,2.0,33.33333333333333,True,True,10,1,342983,611,923.04,time_limit,524545253418465,9411.519,8;8;8;8;8;8;8;8;8;8,results/experiments/aco_ts/p_hat1500-3.json
DIMACS,keller6,3361,4619898,0.82,28.0,945.47,Melhor,4,411,0.0,0.0,True,6.0,6.1,6.0,-22.0,-78.57142857142857,True,True,10,1,64954,266,902.108,time_limit,534308265088183,9015.155999999999,6;6;6;7;6;6;6;6;6;6,results/experiments/hho_rvns/keller6.json,8.0,8.9,9.0,-20.0,-71.42857142857143,True,True,10,5,92483,455,1298.566,time_limit,510043043811188,12277.144,9;9;9;9;8;9;9;9;9;9,results/experiments/aco_ts/keller6.json
